t_fit,x_obs,y_obs,x_model,y_model
33.4231644778585,84.717255,57.374527,84.71725518258106,57.374528809858624
58.32648700594173,108.320114,66.29982,108.32011293847432,66.29982119203713
46.64107643207874,93.38754,68.792984,93.38754016816384,68.7929838402823
36.331796249980954,87.94448,57.602074,87.94448033217934,57.6020730927124
23.30755230467872,74.52983,54.788445,74.52983015667084,54.78844489609909
51.2763924579259,98.66312,68.92605,98.66311791090442,68.92604482525896
21.729935146093368,73.594505,53.253242,73.59450366135528,53.253242778345374
33.5983373315435,84.93126,57.354206,84.93126009100071,57.35420702536411
14.027871136891717,67.8154,47.858814,67.81539987153326,47.85881446679001
21.25862112884883,73.32133,52.783768,73.32132751717094,52.783769450588764
17.14573058691077,70.60834,49.25702,70.6083380189318,49.25702241825936
33.08769992504067,84.30343,57.420364,84.30343021589275,57.42036580434761
37.77792920038598,89.181885,58.35109,89.18188698342303,58.35108783217878
18.3798764830333,71.52109,50.144382,71.52108964657435,50.14438231082996
53.414624146394964,102.03093,67.36928,102.030930968477,67.36928201892657
45.50389193070378,92.67618,67.75073,92.67617696087295,67.7507315398159
49.89181337465052,96.70082,69.55569,96.70081965589472,69.55568837435507
9.842015116419363,63.39724,47.13958,63.39723972719202,47.1395817665072
21.725958549079067,73.5922,53.24928,73.59219968771913,53.24928018156567
36.10053985093562,87.72062,57.527298,87.72062012247513,57.52729759607334
43.56738877064832,91.83847,65.328674,91.83847044412099,65.32867388669578
52.20980916558876,100.10727,68.291534,100.10726954849338,68.29153303223335
19.615607249760085,72.33709,51.20249,72.33709024134559,51.202489834151486
18.180724478500252,71.38096,49.98879,71.38095988674279,49.9887901044945
29.592700765846494,79.996185,57.89074,79.9961849862082,57.89073747764822
12.475964800714197,66.2157,47.525764,66.21570005854348,47.52576362930374
47.55286637339459,94.11699,69.35312,94.11699214684273,69.35311594757887
56.63977948682828,106.67454,65.77663,106.67453976695268,65.77662284281175
12.085710907433418,65.80095,47.463623,65.80094977999538,47.46362454234195
55.297404422203314,104.915665,66.138336,104.91566464146513,66.13833491895059
14.3138828177653,68.09816,47.941082,68.09815943901211,47.941083825251624
25.973367762889865,76.40583,56.87075,76.40582883735584,56.87075159804808
50.43146527467654,97.43371,69.365585,97.43371066718137,69.36558720601151
41.49225428143153,91.13893,62.39004,91.1389316472815,62.390039577743636
10.979150471249522,64.61357,47.307106,64.61356996573869,47.30710626785623
24.31998292804508,75.18191,55.68387,75.18191124688084,55.683868987423
29.475138522130223,79.86053,57.89057,79.86052996445495,57.89057444397521
56.85074072289903,106.91785,65.777115,106.91784981351492,65.77711983808514
30.418025146057982,80.97552,57.84513,80.9755198378057,57.84512801884618
25.054631842380722,75.69756,56.260036,75.69756163327567,56.260034375151356
54.67723786146104,104.00347,66.47797,104.00346999279367,66.47796998230172
33.93097791067035,85.33286,57.3239,85.33285980791501,57.323896855667726
8.503433138917524,62.00487,46.874073,62.00486985541944,46.874073611688814
7.466301281387915,60.975353,46.582985,60.97535248638606,46.582986534584606
11.135740934902547,64.781975,47.3286,64.78197482690409,47.32860135757926
14.302385360308298,68.08688,47.937626,68.08688034225924,47.937624881468565
14.044779948978608,67.83224,47.863464,67.83223993145606,47.863464247435275
56.0797622899269,105.982315,65.85555,105.98231602432301,65.85555553200511
22.228298753951417,73.884186,53.748222,73.88418927240386,53.74822006494851
34.57146010606332,86.084404,57.303146,86.08440397673739,57.30314819089778
23.17157846801477,74.4463,54.66118,74.44629596521784,54.6611826220407
55.93180909509174,105.78893,65.89461,105.78892900027286,65.8946054164958
57.422540607883306,107.52535,65.8685,107.52535098055726,65.86849650942254
21.843503529928398,73.66033,53.366364,73.66033090845622,53.36636347081274
10.755071764702874,64.37273,47.276096,64.37272999998638,47.27609600010503
21.5776567258728,73.5063,53.101463,73.50629659286537,53.101464979814715
9.711887041010414,63.259483,47.117928,63.25948315201009,47.1179270502138
47.4597704706497,94.03549,69.30809,94.03548945410476,69.308090948522
15.194326904230937,68.93807,48.247204,68.93806985579917,48.24720433658859
42.866962857502756,91.60011,64.34067,91.60011251038958,64.34066941804736
28.499909441701334,78.77941,57.81267,78.7794097200239,57.81267192136181
24.244434701313452,75.13112,55.620747,75.13111842347813,55.62074825717401
12.42494791247189,66.16168,47.517296,66.16168013690609,47.51729512025675
11.710426445921124,65.39946,47.408455,65.39945974752202,47.40845689843632
36.171779003933246,87.790306,57.549076,87.79030570404176,57.54907691918095
20.33052689092761,72.77513,51.87362,72.77513211156885,51.87361868271395
41.666929440146134,91.200226,62.633213,91.20023417536609,62.63321097145733
53.88549589754048,102.7788,67.01567,102.77880198568567,67.01567428097852
25.51424235412093,76.0424,56.58198,76.04239639195902,56.58198417663703
24.462442444911293,75.27876,55.80104,75.27876124664269,55.80103895084143
35.778341102313995,87.3976,57.442387,87.39759983598657,57.44238772980379
53.99670280240008,102.9538,66.93498,102.95380063622932,66.93498138839907
36.332047399010996,87.94472,57.60216,87.94471972576409,57.60216074887945
23.101852958879192,74.40376,54.595406,74.40376002116588,54.595405986378736
21.67591505493308,73.56321,53.199406,73.56320893842508,53.199406616959756
48.59246049212464,95.13926,69.66168,95.13925940938057,69.66168511757682
54.65669692652515,103.97244,66.49064,103.97243848215851,66.49063629044262
12.243730738553664,65.96929,47.48809,65.96928993397283,47.48809044559141
30.646561382257453,81.25386,57.820103,81.25385983619216,57.820101320697525
34.81525901694276,86.36154,57.31073,86.36153989211529,57.31073240223616
45.00610729295584,92.42379,67.19231,92.4237892215698,67.19231031520873
14.330838048180805,68.11478,47.946205,68.11477891606162,47.946208503789414
17.938266903951916,71.20676,49.8056,71.20675726159538,49.805602685549125
58.51522082515257,108.45938,66.43607,108.45938156312155,66.43606854223879
46.48521127712597,93.277695,68.67151,93.27769602856173,68.67150911370396
13.274005172506188,67.05038,47.676136,67.050379988524,47.67613605555539
29.41180389634367,79.78789,57.88972,79.78788997869874,57.889721371921226
23.86110859509934,74.87908,55.29064,74.87907924858705,55.29064055051618
29.15325622284354,79.49469,57.880463,79.4946899781219,57.88046345328594
38.04382053861753,89.37785,58.54345,89.37785342121595,58.54344674645259
56.88734193386246,106.95904,65.77898,106.95904007129556,65.77897862286908
30.256467294494207,80.78044,57.8599,80.78044003779534,57.859900544834375
51.15369212790926,98.47919,68.99922,98.47918925269099,68.99921809259132
32.859748900750944,84.019806,57.455715,84.01980604966036,57.45571538441436
22.144521710504304,73.8353,53.665348,73.83529705880117,53.66534973151721
30.15708569327876,80.66119,57.867683,80.66119008448601,57.867684382872326
26.417624091851497,76.77666,57.116966,76.77665818810064,57.11696900575463
22.87300797496424,74.26545,54.377274,74.26545170714684,54.37727293269373
15.73922314418097,69.432274,48.48101,69.43227353672543,48.48101088979189
9.734862148266775,63.283775,47.121803,63.283775100621014,47.12180236723484
10.048429265016873,63.616543,47.172565,63.616542886718236,47.172565772734295
20.592330937657994,72.93113,52.12703,72.93113057011965,52.127029653361696
31.067613248541587,81.7729,57.7632,81.77290008239926,57.76320068468111
18.361170369246764,71.50804,50.129574,71.50803850145874,50.12957532375976
46.948399517630676,93.61654,69.01099,93.61654130529709,69.01098847689073
39.4865032185003,90.27472,59.875393,90.27472103703494,59.87539249234215
33.3832717953199,84.668304,57.37953,84.66830394801158,57.37952949729329
11.582342839611803,65.262024,47.390335,65.26202392672387,47.39033556018504
53.233955520912076,101.74204,67.508316,101.74204074987604,67.50831755395961
51.74031182853088,99.37213,68.62584,99.37212950649337,68.62583888071565
20.718191267997042,73.00548,52.24997,73.00548299848555,52.24996819573778
45.633909421951586,92.74753,67.887184,92.7475262349079,67.88718603233843
23.360986399233607,74.56288,54.83807,74.56287915571498,54.838070564651495
58.47615455500105,108.43132,66.40654,108.43132005778737,66.40653994403557
25.663613293027193,76.15849,56.679646,76.15849010158436,56.6796458759393
21.552249349240316,73.49158,53.07614,73.49158008634345,53.07613994982264
58.70574304729894,108.5905,66.59001,108.59049921916179,66.59001060835003
46.398002748992354,93.21804,68.60042,93.21803923458364,68.60042062571847
41.03021027926026,90.96892,61.76042,90.96891996588757,61.76042000975016
36.97887784389942,88.533585,57.875877,88.5335831366405,57.87588023822734
56.78650271034146,106.84482,65.77513,106.84481991460623,65.77513534114014
25.454140685825895,75.996254,56.541702,75.99625365939866,56.54170238610949
59.15448243054186,108.8618,67.01758,108.86180235581327,67.01757877899864
48.3607813108668,94.893555,69.6239,94.89355518664276,69.62389903740554
59.69371898684805,109.11921,67.65021,109.11920941237993,67.65021018639762
8.782701980702432,62.290203,46.9384,62.29020309935522,46.93839953773195
58.06643904258341,108.11298,66.13849,108.11298001815152,66.13848997317493
15.118180934462544,68.867386,48.21734,68.86738534840092,48.2173415641069
44.31645041069651,92.12111,66.33725,92.12111125771773,66.33724960724058
15.170980871198084,68.91644,48.237976,68.91643954613522,48.23797706850546
49.455440859577635,96.1428,69.64946,96.14280020759979,69.64946171970401
31.08788268642986,81.79806,57.760162,81.798059928908,57.76016141365954
40.47356941233154,90.74434,61.036118,90.7443426557173,61.036117102070804
18.60707336372664,71.67781,50.327328,71.67781059402354,50.32732750407907
33.98516579794411,85.39762,57.320107,85.3976198802423,57.320104861036256
48.51089496656356,95.05159,69.650406,95.05159076058759,69.65040065249147
38.49979267337055,89.69113,58.91278,89.69113022456537,58.912779829521384
35.00909541659177,86.577896,57.323666,86.57789605715757,57.3236652397676
59.19297796547692,108.88264,67.05848,108.88263838715176,67.05848080752394
40.33790405004324,90.68565,60.866447,90.68564849670807,60.866447532199224
50.233544128350815,97.15971,69.44433,97.159709664383,69.44432876488544
12.405443238685617,66.14101,47.514088,66.14101010421392,47.51408732662211
59.27994393361154,108.9283,67.15332,108.92830359828345,67.15331833385251
12.083185902386388,65.798256,47.46324,65.79825594377226,47.46324039440931
28.592576179796858,78.87851,57.82636,78.87851022916024,57.82635824515027
7.203664626873994,60.722965,46.49486,60.72296379644259,46.49486330679418
38.039424947061846,89.374695,58.540127,89.37469385499841,58.540128091340286
11.197177083443155,64.84805,47.33703,64.84805031545298,47.33702752710352
8.78944839736821,62.297134,46.939888,62.297134103384266,46.93988751788645
19.89012955553147,72.50768,51.456062,72.50768227717452,51.456060498825856
24.382121539433417,75.22398,55.73528,75.22398111804578,55.73527907800649
45.24725696012145,92.5421,67.46969,92.54209964192263,67.4696901610402
43.34702731501694,91.76163,65.02105,91.76162483143142,65.02105126611781
16.249664718200975,69.87601,48.73332,69.87600944561866,48.73332089531904
39.04029871871862,90.026215,59.413406,90.02621703109557,59.413404797024015
41.94112714880761,91.29399,63.01921,91.29399455758232,63.01920891386643
13.485605278861437,67.267746,47.722847,67.26774591673576,47.72284737247564
12.510050756686935,66.251755,47.531487,66.251755101735,47.531486362255094
36.65151694793356,88.24255,57.725243,88.24255084237922,57.725241180789475
9.2942866499967,62.820454,47.043148,62.82045420884026,47.04314684957393
9.216661364038096,62.73942,47.02825,62.73941954122179,47.028252465171285
15.04256732131071,68.796814,48.188347,68.79681330964725,48.18834870410856
44.313908347316094,92.12008,66.33395,92.12008117534955,66.33394963326978
11.172620958078387,64.82164,47.33366,64.8216401155114,47.33365909420524
6.255269205590598,59.841995,46.123955,59.84199414598759,46.12395677113031
26.96135542890896,77.25728,57.37197,77.25727938842833,57.371971323358736
29.1116388593586,79.44801,57.878082,79.44801006886686,57.87808072088735
25.960617773953484,76.39547,56.863194,76.39546904388826,56.86319530753175
35.720857496104266,87.33865,57.429527,87.33865078749491,57.42952328170552
8.917872415290393,62.4294,46.967644,62.42939991680524,46.96764440511527
42.176759341640526,91.37279,63.354008,91.37278187998514,63.35400989023485
41.244085160015786,91.049194,62.049133,91.04919281165334,62.04913332171316
39.29857054569822,90.173035,59.67565,90.17303700772082,59.67564893673444
21.85621329922348,73.6677,53.379017,73.66770206659636,53.37901579584567
26.952712340555408,77.249405,57.368324,77.24940502791648,57.36832393986882
29.72608530240418,80.15135,57.888752,80.15135001520994,57.88875276224879
32.80288578527699,83.94881,57.46496,83.94880978191335,57.46495833734484
59.382088678439835,108.97946,67.269,108.97946183767175,67.26899922396194
40.555221428387405,90.77887,61.139618,90.7788700626067,61.13961797939169
49.50023934470854,96.19858,69.64244,96.19858055720829,69.64244425837228
58.21540681559019,108.233795,66.22717,108.23379045285887,66.22717572364365
57.027561315712575,107.11398,65.79105,107.11397955105275,65.791054272386
49.29492697056468,95.94585,69.66956,95.94585013161412,69.66956158903585
15.717330479881028,69.41282,48.47092,69.41281962566512,48.47092072448596
54.35518911201377,103.511894,66.6853,103.51189585578265,66.68530426520003
39.78606729031795,90.42824,60.208614,90.42824322932682,60.20861259843359
48.68205801192274,95.237015,69.67156,95.2370147472958,69.67156290719605
52.02501024658896,99.81618,68.426125,99.81617804112263,68.42612072163142
16.951936509797005,70.455025,49.13498,70.4550253986499,49.13497948444088
53.08843732946593,101.509,67.62091,101.50900257687152,67.62091532849695
10.15760079026159,63.73288,47.189407,63.73288000168302,47.18940698822974
46.05916931713347,92.998146,68.30362,92.99814588468053,68.30362007767575
29.603452785577595,80.008644,57.890663,80.00864399252814,57.89066187922072
34.875219942022326,86.428856,57.31406,86.42885604142526,57.314059232619314
52.6641552661757,100.82977,67.948814,100.82977081880341,67.94881570461199
50.0023677324634,96.847244,69.52318,96.84724442896002,69.52318184802942
23.504248680342133,74.652145,54.969982,74.65214520511255,54.969981859510575
7.5598339030225015,61.066086,46.612896,61.06608547774588,46.61289760855607
44.88807091156348,92.36841,67.052155,92.36841155195788,67.05215440151241
37.02411742946085,88.572655,57.898685,88.57265400376811,57.89868668259252
27.30290756392272,77.57456,57.50553,77.57456065843581,57.5055282729461
17.478445163415515,70.86509,49.477745,70.8650886411968,49.47774650778636
21.9299051002674,73.710464,53.452335,73.71046277757493,53.45233571363745
41.83780833154416,91.25897,62.87323,91.25897368336933,62.873229110173924
53.56318466245489,102.26785,67.256035,102.2678531431929,67.25604160296163
34.75596636375893,86.29464,57.30802,86.29463995608631,57.30802121340131
12.92852397089924,66.691666,47.606483,66.691665567963,47.606485366330595
13.616673618032785,67.401405,47.75348,67.40140512291158,47.75347947684634
38.47305557913399,89.673546,58.889763,89.67354537797578,58.889763478287136
25.19376834917301,75.80003,56.360825,75.80003289520594,56.360821990726144
38.949665303750976,89.972694,59.32484,89.97269626753263,59.32483860178077
57.912901746931624,107.98245,66.0575,107.98244998011808,66.05750003506603
6.859822976176688,60.397987,46.370056,60.39798648658827,46.3700572686388
39.439720650997614,90.2498,59.824986,90.24980472869699,59.824983639917924
26.427957304820477,76.785515,57.122295,76.7855147502322,57.122295416274255
54.61630800049719,103.911285,66.51577,103.91128726947821,66.51577549502002
23.905828491220557,74.90802,55.329956,74.90801749083144,55.32995785536053
45.953101096220486,92.933075,68.20419,92.93307469318923,68.20419019513953
16.730398724931867,70.27634,49.001396,70.27634022686678,49.00139568597368
36.258278601198356,87.874054,57.57702,87.87405417773755,57.57701948555825
44.9764504863269,92.40972,67.15736,92.40972396858048,67.15735841285372
51.42231895166025,98.88393,68.835434,98.88393142254824,68.83543741358523
28.12875884010579,78.39067,57.743687,78.39066973745736,57.74368824577016
53.589162119365525,102.309204,67.23637,102.3092052242263,67.23637257590016
29.105208030367073,79.44081,57.87769,79.4408100029569,57.87768994595162
33.88940201354856,85.28304,57.327034,85.2830400890137,57.32703537181388
7.393523265541521,60.90506,46.55918,60.90505943160051,46.559181658892115
17.38943426418427,70.797195,49.41732,70.79719487895242,49.41732013772492
20.82094580011809,73.06592,52.350796,73.06592119533698,52.350795286120636
13.876130599035083,67.66361,47.81824,67.66360943461989,47.81824217832071
27.159122102214624,77.43954,57.45182,77.43953998559238,57.45182003475298
47.978737827555754,94.51079,69.52278,94.51078924072371,69.52278223434591
56.60093387217023,106.62866,65.7784,106.62865990545944,65.77839788771107
36.49424395938272,88.09761,57.66174,88.09760981986133,57.661740435258594
38.0639134600762,89.39226,58.558678,89.39226211007514,58.55867601383464
8.118006194574624,61.616455,46.775974,61.61645495452287,46.775974168720076
56.34560220957334,106.319016,65.804054,106.31901597104991,65.80405375599608
9.241089474305268,62.7649,47.032974,62.764899666545425,47.03297580591139
10.962378067252994,64.595535,47.3048,64.59553517376266,47.30479864248356
54.834811692050344,104.239914,66.38359,104.23991269981346,66.3835866734202
51.838251400479066,99.524216,68.55829,99.52421760380841,68.55829358605837
40.28806726244499,90.66366,60.804863,90.6636571648206,60.804864021263384
19.538295612768596,72.28844,51.132133,72.28843827771186,51.132134198578235
47.90921467652986,94.44414,69.499176,94.44414018816747,69.4991754897352
14.876367720830382,68.64038,48.1269,68.64038003689,48.126899903115685
45.5338843025385,92.69243,67.78257,92.69242606925746,67.7825720205136
48.15611891474433,94.68503,69.57575,94.68502973636168,69.57575097867405
16.718435387088974,70.26659,48.994358,70.26658678274306,48.99436246991478
54.85772916109812,104.274055,66.370285,104.27405508960805,66.3702852307587
29.081055666186458,79.4138,57.876167,79.41379994027287,57.87616802995864
30.85122435766859,81.50524,57.79402,81.50524036074778,57.794023291236606
46.214048119637916,93.096344,68.44329,93.0963476339888,68.4432873311994
26.931339625686338,77.229965,57.35925,77.22996593542561,57.35924800773018
11.81801935752876,65.51477,47.42392,65.51477009467965,47.423919300025766
15.678436171875672,69.378174,48.45314,69.37817359022742,48.453140803948244
35.831338895480556,87.4516,57.454853,87.45160029209761,57.4548517672497
30.47849287388154,81.048904,57.83896,81.04890387525325,57.83895855355996
36.61072949798147,88.20528,57.70822,88.20527739427095,57.70822579045796
32.66474842553983,83.776,57.488,83.7759998947915,57.48799922263817
32.79900446892986,83.94396,57.46559,83.9439606178776,57.46559470593875
12.216051803748524,65.93984,47.48374,65.93983972981015,47.483741836210946
16.656544782343136,70.21596,48.95827,70.21595814516178,48.95827262743422
31.997725180138435,82.9376,57.606106,82.93759982099431,57.60610474811627
37.965484932825525,89.321144,58.485,89.32114280402584,58.4850011841947
8.993620759819777,62.5077,46.98352,62.50769958680806,46.98352206357937
21.86015775307653,73.66999,53.382942,73.6699899032287,53.38294205639129
11.0456947423897,64.68513,47.31625,64.68513013621319,47.316248932821715
35.71076425365276,87.32826,57.427334,87.32825994349471,57.42733426965369
11.418231675058093,65.08573,47.367462,65.08572977886523,47.36746371664235
42.54705062038122,91.49481,63.88324,91.49480595258018,63.88324092862705
24.3906121673116,75.22975,55.742268,75.22975037553127,55.74226768966097
19.052330863830957,71.975784,50.701736,71.97578563711438,50.7017347554138
26.556276049059008,76.896385,57.1869,76.89638501140311,57.186899979839275
53.871153695348795,102.75618,67.02618,102.75617802423139,67.02617574653158
23.24404869516795,74.49072,54.72918,74.49071853578727,54.729180961678914
34.22383880320682,85.680405,57.30765,85.68040507555672,57.307652402252145
58.20520213268216,108.2257,66.22078,108.22569876423418,66.22078157223899
24.437343286978606,75.2616,55.78057,75.26159417027141,55.78057487485695
49.48016406951489,96.17354,69.64566,96.17354054311251,69.6456642990465
24.208242164767046,75.10692,55.590275,75.1069211361135,55.59027410173394
34.87120569236605,86.42436,57.31382,86.42436011128922,57.313817914651
31.399044068114822,82.18588,57.71076,82.18587998776428,57.710759907859455
33.95955755779231,85.36704,57.321854,85.36704001606617,57.32185427500963
44.89830453456667,92.37315,67.064415,92.37314957059576,67.064415166284
50.40599191376273,97.39812,69.37628,97.3981210537365,69.37628352838908
34.84520313946174,86.3952,57.31232,86.3952000207666,57.312319579696975
36.43207103025879,88.03941,57.6382,88.03941046334377,57.63819882767635
30.93913101601759,81.61376,57.781876,81.61375990636921,57.781875180261274
59.82598054521368,109.1712,67.82467,109.17120900798685,67.82466747943239
48.14222495270891,94.671165,69.571976,94.67116422120596,69.57197883478051
55.96805109964375,105.836685,65.88438,105.83668400988867,65.8843752917811
6.576200880352768,60.13468,46.258873,60.13467940145377,46.25887435976254
56.84561759747604,106.91206,65.7769,106.91205992781707,65.77690196598799
28.472451741200206,78.7502,57.80835,78.7502001524289,57.80834898573558
39.29934019575868,90.17346,59.676453,90.17346215625719,59.67645185844452
24.10609435477363,75.03909,55.503464,75.03909147633196,55.503462859863824
9.482059298812707,63.017246,47.07784,63.01724631594175,47.07783815476887
36.36040370863524,87.971695,57.612152,87.97169625805279,57.612148639032554
32.33569638986983,83.36291,57.545387,83.36291012269845,57.54538786611083
26.0470418941098,76.465996,56.913887,76.46599690022506,56.91388572545715
51.14858555672923,98.47157,69.0022,98.47157044056146,69.00220112595683
9.744105679407527,63.293552,47.123356,63.293552144395406,47.12335508961192
42.14865968626231,91.36345,63.313972,91.36345122867253,63.31397171334219
13.916042437466128,67.70365,47.828712,67.70364924765755,47.82871485435749
59.37978313680149,108.97833,67.26634,108.97833652422437,67.26633723910841
26.133164202022623,76.536995,56.963158,76.5369951205999,56.96315782310462
38.985305895563926,89.993866,59.35945,89.99386844540533,59.35944851589273
40.326820045670544,90.68078,60.852715,90.6807778195164,60.85271577490596
33.23070408248135,84.48042,57.39982,84.48041987966963,57.39981892899646
55.187073412012765,104.75719,66.192154,104.75719111653069,66.19215721399772
25.369468157487823,75.93179,56.48401,75.93179260968977,56.48400712592655
22.860439885036605,74.25791,54.3652,74.25790942811909,54.36520035702101
48.891469269490194,95.47139,69.68443,95.47138986188645,69.68443571590895
13.14356742794821,66.915474,47.648926,66.91547440834981,47.64892392687998
11.292550448475104,64.950615,47.35013,64.95061549705322,47.350126113913745
52.101163046964096,99.93589,68.37108,99.93588975014275,68.37107945877865
15.791658794386427,69.47873,48.505417,69.47872848267687,48.50541986158389
17.458965040554343,70.85028,49.464436,70.85027931389703,49.46443676548905
57.68296545063256,107.775665,65.95579,107.77566570710363,65.95578832395914
46.26810341006018,93.13153,68.49046,93.13153029603542,68.49045977575278
49.43798056313158,96.121155,69.65203,96.12115516878227,69.6520314460708
35.95490639892121,87.57619,57.48619,87.57618948690887,57.4861919255188
39.26426263758614,90.154015,59.639984,90.1540118059774,59.6399857164146
58.701535473886565,108.58771,66.58643,108.58770634617085,66.58643285784089
44.55208747184757,92.21913,66.63875,92.21913035003891,66.63874988139081
41.65650240618295,91.19661,62.61863,91.19661279695018,62.61862930474747
52.111744474741045,99.95255,68.36338,99.95255151469856,68.3633832774474
6.805849775501949,60.347546,46.349476,60.347545485377815,46.34947725114134
38.50434715544612,89.694115,58.916718,89.69411603922535,58.91671721278579
10.775235320045528,64.39439,47.278908,64.39439018683797,47.27890655875028
10.26708127053473,63.84976,47.205925,63.84975985034673,47.205926070921926
35.39595773034278,86.998276,57.36927,86.9982759448519,57.369270382456754
7.622867444142723,61.12748,46.632626,61.12747982571585,46.63262654798889
38.177123570214086,89.4724,58.646294,89.47239925385435,58.646294663256626
34.2366759079693,85.695496,57.30719,85.69549595307616,57.307188437693924
18.336914187261783,71.49108,50.110435,71.49108111227218,50.11043401179371
43.060040223047714,91.66434,64.61559,91.66433269429379,64.61559172183915
47.80275479654593,94.34387,69.45993,94.34387175709253,69.45992576199588
50.22110433078677,97.142685,69.44894,97.14268440535609,69.4489377951867
36.37974995678837,87.99004,57.61907,87.99004128939404,57.61906660599147
8.98156487977242,62.495224,46.981018,62.49522379719668,46.981019008791456
34.07046184663319,85.49915,57.314842,85.49914998154267,57.314841612333346
29.884753692477933,80.33759,57.883514,80.33758994340774,57.88351243233606
45.417104261117196,92.62985,67.657394,92.62985224453737,67.65739290863827
16.915776804604032,70.42611,49.112743,70.4261100214697,49.112742971928284
33.10463018190615,84.324425,57.417862,84.32442502694248,57.417862226710334
